Nama,cluster_node2vec_256
PT INDOMOBIL VKTR TRANSPORTASI,2
PT INDOMOBIL WAHANA TRADA,2
PT INDOMULTI JAYA STEEL,2
PT INDOMURAYAMA PRESS & DIES INDUSTRIES,2
PT INDONESIA AIRASIA,0
PT INDONESIA ASAHAN ALUMINIUM,2
PT INDONESIA CHEMICAL ALUMINA,2
PT INDONESIA COAL RESOURCES,2
PT INDONESIA COMNETS PLUS,2
PT INDONESIA ENTERTAINMEN GRUP,0
PT INDONESIA ENTERTAINMEN PRODUKSI,1
PT INDONESIA FIBREBOARD INDUSTRY TBK,0
PT INDONESIA GEMILANG MAHASENTOSA,0
PT INDONESIA GUANG CHING NICKEL AND STAINLESS STEEL INDUSTRY,2
PT INDONESIA KENDARAAN TERMINAL TBK,2
PT INDONESIA LOGAM PRATAMA,1
PT INDONESIA MEDIA TELEVISI,1
PT INDONESIA MULTI COLOUR PRINTING,1
PT INDONESIA NANYA INDAH PLASTICS,1
PT INDONESIA ORISINIL TEKNOLOGI,1
PT INDONESIA PELLETING,1
PT INDONESIA PONDASI RAYA TBK,2
PT INDONESIA PRATAMA,2
PT INDONESIA PRIMA SPRING,1
PT INDONESIA RUIPU NICKEL AND CHROME ALLOY,2
PT INDONESIA TSINGSHAN STAINLESS STEEL,2
PT INDONESIA VODA STEEL,0
PT INDONESIAN ACID INDUSTRY,0
PT INDONESIAN PARADISE ISLAND,0
PT INDONESIAN TOOLING TECHNOLOGY,1
PT INDONUSA TELEMEDIA,1
PT INDOPALMA AGRO PERSADA,0
PT INDOPAY MERCHANT SERVICES,0
PT INDOPLAS MAKMUR LESTARI,2
PT INDOPOWER ENERGI ABADI,2
PT INDOPRIMA GEMILANG,1
PT INDOPRIMA GEMILANG ENGINEERING,1
PT INDOPRIMA INVESTAMA,1
PT INDOPRIMA MARINE,2
PT INDORAMA POLYCHEM INDONESIA,1
PT INDORAMA TRADE AND DEVELOPMENT SERVICES,1
PT INDORITEL MAKMUR INTERNASIONAL TBK,1
PT INDORITEL PERSADA NUSANTARA,1
PT INDOSALUYU PRIMAJAYA,1
PT INDOSAN BERKAT BERSAMA,0
PT INDOSARI NIAGA NUSANTARA,1
PT INDOSAT TBK,1
PT INDOSEIKI METALUTAMA,2
PT INDOSENA PERKASA REFINERIES,0
PT INDOSENTOSA TRADA,2
PT INDOSERENA DWIMAKMUR,2
PT INDOSIAR VISUAL MANDIRI,1
PT INDOSURYA MENARA BERSAMA,0
PT INDOSURYO WAHYUPAHALA,0
PT INDOTAMA MAJU SEJAHTERA,2
PT INDOTAN LOMBOK BANGKIT BARAT,2
PT INDOTEK DRILING SOLUSI,0
PT INDOTRANS SEJAHTERA,0
PT INDOTRUCK UTAMA,2
PT INDOVEST CENTRAL,0
PT INDOVISI SUKSES MANDIRI,2
PT INDOYONGTEX JAYA,0
PT INDRA ANGKOLA ENERGY,2
PT INDRABAKTI MUSTIKA,2
PT INDRAMAS ENVIRO KARYA,2
PT INDUSTRI BATERAI NUSANTARA,2
PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK,0
PT INDUSTRI KEMASAN SEMEN GRESIK,2
PT INDUSTRI TATA UDARA INDONESIA AIRCONCO,2
PT INDY PROPERTI INDONESIA,2
PT INEOS AROMATICS INDONESIA,0
PT INERSIA DAYA KAVITASI,2
PT INEWS DIGITAL INDONESIA,0
PT INFEI METAL INDUSTRY,2
PT INFERCO,0
PT INFINISIA SUMBER SEMESTA,1
PT INFINITI WAHANA,2
PT INFINITY DISTRO,1
PT INFOKOM ELEKTRINDO,0
PT INFOMEDIA NUSANTARA,1
PT INFRA SOLUSI INDONESIA,1
PT INFRACOM TECHNOLOGY,1
PT INFRAFORCE EQUIPMENT,2
PT INFRASTRUKTUR BISNIS SEJAHTERA,1
PT INFRASTRUKTUR CAKRAWALA TELEKOMUNIKASI,1
PT INFRASTRUKTUR INDONESIA,1
PT INFRASTRUKTUR TELEKOMUNIKASI INDONESIA,1
PT INFRATEK MAKMUR BERSAMA,1
PT INGRAM MICRO INDONESIA,1
PT INIGO GLOBAL CAPITAL,0
PT INKOTE INDONESIA,2
PT INLIFE,1
PT INNOTECH SYSTEMS,2
PT INNOVASI DIAGNOSTIKA,2
PT INNOVATE MAS INDONESIA,2
PT INNOVATE MAS UTAMA,2
PT INOCYCLE TECHNOLOGY GROUP TBK,0
PT INOVA DUAPULUH DUAPULUH,1
PT INOVASI ALCO PANEL,2
PT INOVASI LINTAS MEDIA,1
PT INOVASI PERMATA OXYGEN,0
PT INOVASI RITEL INDONESIA,0
PT INOVASI TELEMEDIA INDONESIA,0
PT INSANI BARAPERKASA,2
PT INSPIRA GLOBAL KARYA,2
PT INSPIRASI BISNIS NUSANTARA,1
PT INTA DAYA PERKASA,0
PT INTA RESOURCES,0
PT INTA SARANA INFRASTRUKTUR,0
PT INTA TRADING,0
PT INTAN ALAM PERTIWI,0
PT INTAN BARU PRANA TBK,0
PT INTAN INVESTAMA INTERNASIONAL,0
PT INTAN KENKOMAYO INDONESIA,1
PT INTAN PARIWARA,1
PT INTAN PERSADA,1
PT INTAN SIAK LESTARI,2
PT INTARAN SURYA AGRI,0
PT INTEGRA ARCHIPELAGO MEDIA,1
PT INTEGRA INDO LESTARI,0
PT INTEGRA INDOCABINET TBK,0
PT INTEGRA KREASITAMA SOLUSINDO,1
PT INTEGRAL PERTAMA PERSADA,0
PT INTEGRIYA DEKORINDO,0
PT INTER JAYA CORPORA,0
PT INTER KAYU MANDIRI,0
PT INTER NUSA KEMINDO,1
PT INTER PARIWARA GLOBAL,0
PT INTER WORLD STEEL MILLS INDONESIA,2
PT INTERA INDONESIA,0
PT INTERBAT,1
PT INTERFLEX SEJAHTERA PERDANA,1
PT INTERKAYU NUSANTARA,1
PT INTERKRAFT,0
PT INTERLOCK KARYA BERJAYA,0
PT INTERMEDIA CAPITAL TBK,1
PT INTERNASIONAL ASIA PASIFIK SINERGI,0
PT INTERNASIONAL ASIA PRIMA SUKSES,0
PT INTERNASIONAL MULTI JAYA LOGAM,0
PT INTERNASIONAL MULTI JAYA TEKINDO,0
PT INTERNASIONAL PRIMA COAL,2
PT INTERNASIONAL PRIMA NIAGA,2
PT INTERNATIONAL MINERAL CAPITAL,2
PT INTERNATIONAL PACKAGING MANUFACTURING,1
PT INTERNET OMEGA TEKNOLOGI,1
PT INTERNUX,1
PT INTERPORT MANDIRI ABADI,2
PT INTERPORT MANDIRI UTAMA,2
PT INTERPORT PATIMBAN AGUNG,2
PT INTERPORT PRABA PRASARANA,2
PT INTERRA INDO RESOURCES,2
PT INTERSATRIA BUDI KARYA PRATAMA,0
PT INTERTREND UTAMA,0
PT INTERUNION INDONESIA,1
PT INTI ABADI KEMASINDO,1
PT INTI ALGORITMA PERDANA,0
PT INTI ANUGERAH PRATAMA,1
PT INTI BANGUN BUANA LESTARI,2
PT INTI BANGUN SARANA,2
PT INTI BANGUNAN SARANA,2
PT INTI BINA UTAMA,2
PT INTI CAHAYA BURLIAN,2
PT INTI CAKRAWALA CITRA (ICC),1
PT INTI DAYA BARU AGRO,0
PT INTI DUFREE PROMOSINDO,0
PT INTI DUTA ENERGI,2
PT INTI ENERGI LINE,2
PT INTI FIKASA SEKURITAS,0
PT INTI GANDA PERDANA,2
PT INTI GEMILANG BANGUN PERKASA,1
PT INTI GRIA PALAMARTA,0
PT INTI GRIA PERDANA,0
PT INTI GRIA PERKASA,0
PT INTI GRIA PERSADA,0
PT INTI GRIA PERWIRA,0
PT INTI GRIA PRAMUDYA,0
PT INTI INDOSAWIT SUBUR,0
PT INTI KARYA PERSADA TEKNIK,2
PT INTI MAKMUR MEDITAMA,2
PT INTI MURNI KENCANA,2
PT INTI NUSA DAMAI,0
PT INTI PANTJA PRESS INDUSTRI,2
PT INTI PERMATA SEJATI,2
PT INTI PRATAMA MEDIKA,0
PT INTI PRATAMA PERMAI,1
PT INTI PRIMA,1
PT INTI SARANA PAPAN,1
PT INTIBENUA PERKASATAMA,0
PT INTIKEMAS PUTRA MAKMUR,1
PT INTIKENCANA PRANAJATI,0
PT INTIKOM BERLIAN MUSTIKA,1
PT INTILAND ALFA RENDITA,0
PT INTILAND ESPERTO,0
PT INTILAND GRANDE,0
PT INTILAND SEJAHTERA,0
PT INTIM PUTRA PERKASA,2
PT INTIMEGAH BESTARI PERTIWI,1
PT INTINIAGA SUKSES ABADI,2
PT INTINIAGA UNGGUL NUSANTARA,2
PT INTINUSA TEKNIK SEJAHTERA,2
PT INTIPELANGI DRUMINDO,2
PT INTIPUTERA BUMITIRTA,1
PT INTIRODA MAKMUR,2
PT INTIRUB,2
PT INTISARANA EKARAYA,0
PT INTISEL PRODAKTIFAKOM,1
PT INTISUMBER BAJASAKTI,2
PT INTISUMBER HASIL SEMPURNA GLOBAL,1
PT INTRACO PENTA PRIMA SERVIS,0
PT INTRACO PENTA WAHANA,2
PT INVESTASI JAYA CEMERLANG,2
PT INVESTASI SUKSES BERSAMA,1
PT IOG INDONESIA SEJAHTERA,1
PT IONA LAUT LOGISTIK,0
PT IPC TERMINAL PETIKEMAS,2
PT IRAMA INVESTAMA,1
PT IRC GAJAH TUNGGAL MANUFACTURING INDONESIA,1
PT IRDAWAN MULTITRANS,1
PT IROHA SIDAT INDONESIA,1
PT IRON BIRD,1
PT IRON BIRD LOGISTICS,1
PT IRON BIRD TRANSPORT,1
PT IRON MOUNTAIN INDONESIA,0
PT ISMAC,2
PT ISMAYA GROUP SEJAHTERA,0
PT ISPAT BUKIT BAJA,2
PT ISPAT INDO,0
PT ISS FACILITY SERVICES,0
PT ISS INDONESIA,0
PT ISTA INDONESIA,0
PT ISTAKA KARYA (PERSERO),2
PT ISTANA KOHINOOR,1
PT ISTANA KUTA RATU PRESTIGE,0
PT ISUZU ASTRA MOTOR INDONESIA,2
PT ISUZU ASTRA MOTOR INDONESIA (DH PT PANTJA MOTOR),2
PT ITAMA RANORAYA TBK,0
PT ITAMATRA NUSANTARA,0
PT ITM BATUBARA UTAMA,2
PT ITM BHINNEKA POWER,2
PT ITM ENERGI UTAMA,2
PT ITM INDONESIA,2
PT IVATAMA TEKNOLOGI,1
PT IVO MAS TUNGGAL,2
PT IVORY FORTUNER MAS,2
PT IWACO JAYA ABADI,2
PT J RESOURCES BOLAANG MONGONDOW,2
PT J RESOURCES MINING SERVICES INDONESIA,2
PT J RESOURCES NUSANTARA,2
PT JABABEKA CREED RESIDENCE,1
PT JABABEKA INFRASTRUKTUR,1
PT JABABEKA INTERNATIONAL B.V,1
PT JABABEKA KEIHAN RESIDENCE,1
PT JABABEKA LONGLIFE CITY,1
PT JABABEKA MITRAFAMILI RESIDEN,1
PT JABABEKA MOROTAI,1
PT JABABEKA PLAZA INDONESIA,1
PT JABABEKA PP PROPERTI,1
PT JACCS MITRA PINASTIKA MULTI FINANCE,1
PT JADDI PASTRISINDO GEMILANG,1
PT JADE MARITIME,0
PT JAF ASIA INVESTMENT,2
PT JAG KARYA LOGISTIK,1
PT JAGA CITRA INTI,1
PT JAGAD UTAMA LESTARI,1
PT JAGAT RAYA IMAJINASI,0
PT JAGONYA AYAM INDONESIA,1
PT JAGONYA MUSIK DAN SPORT INDONESIA,1
PT JAKAMITRA INDONESIA,1
PT JAKARANA TAMA,1
PT JAKARTA AVIATION TRAINING CENTER,0
PT JAKARTA DINAMIKA SENTOSA,0
PT JAKARTA FILM STUDIO,1
PT JAKARTA INTERNASIONAL PROPERTY,0
PT JAKARTA INTERNATIONAL HOTELS MANAGEMENT,1
PT JAKARTA INTERNATIONAL PROPERTY MANAGEMENT,0
PT JAKARTA KUSUMA NUSANTARA,0
PT JAKARTA PANCA BAHARI,0
PT JAKARTA PRISMA VISINDO,0
PT JAKARTA PROPERTINDO,2
PT JAKARTA RIVER CITY,2
PT JAKARTA TANK TERMINAL,2
PT JAKARTA THAMRIN PERSADA,0
PT JAKE SARANA,1
PT JAKPON MITRA SELARAS,2
PT JAKSON NIAGATAMA,2
PT JALAN TERANG SAMUDRA,2
PT JALANTOL LINGKARLUAR JAKARTA,2
PT JALINANKASIH SESAMA,0
PT JAMAGGO NUSANTARA LESTARI,1
PT JAMBI SUMBER BARA UTAMA,2
PT JAN DARMADI INVESTINDO,0
PT JANGKAR VISINDO ABADI,0
PT JANGKAR VISINDO BERLIAN,0
PT JANISIA LNVESTAMA,1
PT JANKAMADI GRIYASARANA,2
PT JANTI SARANA MATERIAL BETON,2
PT JAPFA INDOLAND,1
PT JARINGAN INTERKONEKSI BATAM ABADI,2
PT JARINGAN INTERKONEKSI KARIMUN ABADI,2
PT JARINGAN KOMUNIKASI LINTAS DATA,1
PT JARINGAN KOMUNIKASI SEMESTA,1
PT JAS AERO ENGINEERING SERVICES,0
PT JASA ANGKASA SEMESTA,0
PT JASA ARMADA INDONESIA TBK,2
PT JASA BOGA RAYA,2
PT JASA DIGITAL NUSANTARA,1
PT JASA KENCANA UTAMA,2
PT JASA LOGISTIK UTAMA,2
PT JASA MARGA TBK,2
PT JASA PERTAMBANGAN PERKASA,2
PT JASA POETRA PERKASA,1
PT JASA PUTERA PERKASA,1
PT JASA RICKY ABADI,0
PT JASA SELARAS GEMILANG,0
PT JASA SELARAS UTAMA,0
PT JASA SEMESTA UTAMA,2
PT JASAMARGA AKSES PATIMBAN,2
PT JASAMARGA BALI TOL,2
PT JASAMARGA BALIKPAPAN SAMARINDA,2
PT JASAMARGA JAPEK SELATAN,2
PT JASAMARGA JOGJA BAWEN,2
PT JASAMARGA JOGJA SOLO,2
PT JASAMARGA KUALANAMU TOL,2
PT JASAMARGA KUNCIRAN CENGKARENG,2
PT JASAMARGA MANADO BITUNG,2
PT JASAMARGA PROBOLINGGO BANYUWANGI,2
PT JASAMARGA RELATED BUSINESS,2
PT JASAMARGA TOLLROAD MAINTENANCE,2
PT JASAMARGA TOLLROAD OPERATOR,2
PT JASAMARGA TRANSJAWA TOL,2
PT JASATAMA MANDIRI SUKSES,0
PT JASMINE SENTOSA NUGRAHA,2
PT JASNITA TELEKOMINDO TBK,1
PT JAST INFOTEK GRUP,1
PT JASUINDO HID SECURITY,0
PT JASUINDO INFORMATIKA PRATAMA,1
PT JASUINDO MULTI INVESTAMA,0
PT JATENG INDUSTRI INTILAND,0
PT JATI PIRANTI TRAVELINDO PRATAMA,0
PT JATIM GAPURA TERMINAL ENERGI,2
PT JATIM JAYA PERKASA,0
PT JATIM TAMAN STEEL,0
PT JATIM TAMAN STEEL MANUFACTURING,1
PT JATIMULYA INDONESIA,2
PT JATRA MANDIRI INDONESIA,0
PT JAVA EGG SPECIALITIES,1
PT JAVA INVESTAMA PROPERTI,0
PT JAVA RETAILINDO,0
PT JAVABICA ANEKA RESOURCES,0
PT JAVAS DARPA PARAMA,1
PT JAVASARI MITRA PRIMA,1
PT JAWA SATU POWER,2
PT JAYA AGRINDO,1
PT JAYA ANCOL,0
PT JAYA ANCOL PRATAMA TOL,0
PT JAYA BERDIKARI CIPTA,2
PT JAYA BERDIKARI TEKNOLOGI INFORMATIKA,2
PT JAYA BETON INDONESIA,2
PT JAYA BUMI CAKRAWALA,2
PT JAYA BUMI PASER,2
PT JAYA CITRA HOTEL,2
PT JAYA DAIDO CONCRETE,2
PT JAYA DATA SEMESTA,1
PT JAYA DIGITAL PROPERTI,1
PT JAYA DISTRIBUSI RITEL,1
PT JAYA ENGINEERING TECHNOLOGY,1
PT JAYA GARDENPOLIS,2
PT JAYA INDAH SENTOSA,0
PT JAYA KAPITAL INDONESIA,1
PT JAYA KONSTRUKSI PRATAMA TOL,2
PT JAYA LETRIS PROPERTI,2
PT JAYA MAKMUR EKA LESTARI,2
PT JAYA MANDIRI SUKSES,0
PT JAYA MITRA SARANA,2
PT JAYA PERKASA AUTO INDONESIA,2
PT JAYA PRIMA AGUNG,2
PT JAYA PROPERTI FATMAWATI,2
PT JAYA PROPERTI HOTEL,2
PT JAYA PROPERTI SIMATUPANG,2
PT JAYA PUTRA PANIPAHAN,1
PT JAYA RAYA UTAMA,0
PT JAYA SARANA PRATAMA,2
PT JAYA SELAMAT ABADIRAYA,0
PT JAYA SELARAS GEMILANG,0
PT JAYA SELARAS UTAMA,0
PT JAYA SUKSES MAKMUR SENTOSA TBK,0
PT JAYA SWARASA AGUNG TBK,0
PT JAYA TEKNIK INDONESIA,2
PT JAYA TRADE INDONESIA,2
PT JAYA TRISHINDO TBK,1
PT JAYA UTAMA RAMOS,2
PT JAYA WIRA MANGGALA,2
PT JAYA YASUDA INDONESIA,2
PT JAYAANTRA ARTHA MANDIRI,0
PT JAYAKARTA INVESTINDO,0
PT JAYAMAS MAKMUR CEMERLANG,0
PT JAYAPURA PERKASA RAYA,0
PT JAYATAMA SELARAS,1
PT JCO DONUT & COFFEE,0
PT JDSPORTS FASHION DISTRIBUSI,1
PT JDSPORTS FASHION INDONESIA,1
PT JEJARING MITRA PERSADA,1
PT JEJARING OPTIK BINTARO JAYA,2
PT JELAJAH DATA SEMESTA,1
PT JEMBAYAN MUARABARA,2
PT JEMBO ENERGINDO,2
PT JENINDO PRAKARSA,1
PT JEWELRY DESIGN SERVICES,0
PT JGC INDONESIA,2
PT JHONLIN AGRO RAYA TBK,2
PT JHONLIN BARATAMA,2
PT JHONLIN GROUP,2
PT JHONLIN MARINE TRANS,0
PT JIANGMEN ELECTRONIC INDONESIA,1
PT JIMBARAN HIJAU,0
PT JIMBARAN HIJAU INVESTA,0
PT JIMBARAN HILLTOWN,0
PT JINGDONG INDONESIA PERTAMA,1
PT JINGGA UNGGUL LOHJINAWI,1
PT JINSHENG MINING,0
PT JKS REALTY,0
PT JLM AUTO INDONESIA,2
PT JM MUTU UTAMA,2
PT JOGJA DUTA CAHAYA LESTARI,1
PT JOGJASOLO MARGA MAKMUR,2
PT JOHNSON & JOHNSON INDONESIA,1
PT JOLIN SAPTA MEDIKA,2
PT JOLIN SAPTA MEDIKA BEKASI,2
PT JONO GAS PEJAGALAN,2
PT JORONG BARUTAMA GRESTON,2
PT JOTUN INDONESIA,2
PT JSI SINERGI MAS,2
PT JSW STEEL GLOBAL TRADE,2
PT JTRUST INVESTMENT INDONESIA,0
PT JUARA BIKE,1
PT JUARA INDONESIA,1
PT JUARA LOGISTIK INDONESIA,1
PT JUI SHIN INDONESIA,2
PT JULOI COAL,2
PT JUST CREATIVE LINE,2
PT JUST JAIT INDONESIA,0
PT K AND L CAPITAL,0
PT KABATAMA RAYA,2
PT KABULINCO JAYA,1
PT KADAKA ADHI LOGISTIK,2
PT KAGUM MAHA KARYA JAYA,0
PT KAHATEX,1
PT KAIROS DIGITAL INDONESIA,1
PT KALBA INDO JAYA SEMESTA,2
PT KALBARA ENERGI PRATAMA,1
PT KALBE BLACKMORES NUTRITION,1
PT KALBIO GLOBAL MEDIKA,1
PT KALDU SARI NABATI INDONESIA,1
PT KALENG RAYA INDONESIA,2
PT KALIANDA GOLDEN BUNKER,2
PT KALIBAN BANGUN INDONESIA,0
PT KALIBAN BANGUN PRAKARSA,0
PT KALIBESAR RAYA UTAMA,2
PT KALIDUREN ESTATES,1
PT KALIMANTAN ALUMINIUM INDUSTRY,2
PT KALIMANTAN CITRA BARA,0
PT KALIMANTAN ENERGI HIJAU,2
PT KALIMANTAN FERRO INDUSTRY,0
PT KALIMANTAN PRIMA PERSADA,2
PT KALIMANTAN SAWIT ABADI,0
PT KALIMANTAN SUBUR PERMAI,1
PT KALIMANTAN SUBUR SAWIT,0
PT KALINGGA KARA DANESWARA,0
PT KALINGGA MURDA,0
PT KALINGGA MURDA PRATAMA,2
PT KALINGGA MURDA RAJA,0
PT KALIRAYA SARI,2
PT KALISTA NAYARA DAYAUTAMA,2
PT KALISTA NUSA ARMADA,2
PT KALISTA ROTOM ORBITA,2
PT KALISTA SOTER HASTIA,2
PT KALTENG COAL,2
PT KALTIM MINERAL,2
PT KALTIM MULTI TRAKTOR,2
PT KALTIM NITRATE INDONESIA,2
PT KALTIM PRIMA COAL,2
PT KALVENTIS SINERGI FARMA,1
PT KALYANAMITRA ADHARA MAHARDHIKA,0
PT KAMADJAJA LOGISTICS,2
PT KAMALA KHAN MAHA INVESTASI,0
PT KANA JAYA MANDIRI,2
PT KANZ GEMILANG UTAMA,2
PT KAO INDONESIA CHEMICALS,1
PT KAPAL API GLOBAL,0
PT KAPAN LAGI DOT COM NETWORKS,0
PT KAPUAS MUSI MADELYN,2
PT KAPUAS PRIMA CITRA,0
PT KAPUAS PRIMA COAL TBK,2
PT KAPUAS TUNGGAL PERSADA,2
PT KAPUK NAGA INDAH,2
PT KAPUK PANGAN SENTOSA,1
PT KARA SANTAN PERTAMA,1
PT KARANG MAS SEJAHTERA,2
PT KARANGJUANG HIJAULESTARI,0
PT KARAWANG UTAMA TEXTILE INDUSTRIES,0
PT KARBON KULINER INDONESIA,1
PT KARIANGAU GAPURA TERMINAL ENERGI,2
PT KARIANGAU POWER,2
PT KARIMUN INDUSTRI SURYA SEMESTA,2
PT KARIMUN SARANA SURYA,2
PT KARINI UTAMA,0
PT KARINWASHINDO CENTRALGRAHA,2
PT KARISMA LANGIT KHATULISTIWA,2
PT KARSA OPTIMA JAYA,0
PT KARSA PRIMAPERMATA NUSA,2
PT KARSA SEDAYA SEJAHTERA,2
PT KARSA SEMESTA PRIMA,2
PT KARTIKA CEMERLANG,0
PT KARTIKA PARAMA MEDIKA,1
PT KARTIKA SELABUMI MINING,2
PT KARUNA PARAMITA PROPERTINDO,0
PT KARUNIA ARMADA INDONESIA,2
PT KARUNIA BARA PERKASA,2
PT KARUNIA BERKAH JAYASEJAHTERA,0
PT KARUNIA BERLIAN MAKMUR,1
PT KARUNIA BUNDA SETIA,1
PT KARUNIA CITRA INDAH MEDIKA,0
PT KARUNIA MAKMUR SELARAS,1
PT KARUNIA MITRA BERKAT,2
PT KARUNIA MULTIFINANCE,1
PT KARUNIA PERMAI SENTOSA,1
PT KARUNIA UNGGUL SEMESTA,1
PT KARUNIA UTAMA SELARAS,0
PT KARUNIA WAHANANUSA,2
PT KARYA ABADI LESTARI ENERGI,0
PT KARYA ABDI LUHUR,2
PT KARYA AGUNG ABADI,0
PT KARYA AGUNG RETAIL,0
PT KARYA AGUNG SAWITA,0
PT KARYA ALAM LESTARI ENERGI,2
PT KARYA BAHANA BERLIAN,2
PT KARYA BAHANA UNIGAM,2
PT KARYA BARU TBS,2
PT KARYA BERSAMA TAKAROB,0
PT KARYA BHUMI LESTARI,2
PT KARYA BINTANG BALI,0
PT KARYA BUMI PRIMA,0
PT KARYA CAKRA MANDIRI,0
PT KARYA CAKRAWALA PERDANA,2
PT KARYA CEMERLANG PERSADA,2
PT KARYA CIPTA BANGUN MANDIRI,2
PT KARYA CIPTA KREASI,1
PT KARYA CITRA PRIMA,2
PT KARYA DIGITAL MADANI,1
PT KARYA DIGITAL MANDINI,1
PT KARYA DWIMANUNGGAL SEJAHTERA,0
PT KARYA GEMILANG PERKASA,0
PT KARYA HALIM SAMPOERNA,2
PT KARYA INDAH MULTIGUNA,1
PT KARYA INDAH PESONA,1
PT KARYA INDAH SELARAS JAYA,1
PT KARYA INVESTAMA INDONESIA,2
PT KARYA JAYA SAMUDERA,2
PT KARYA KARUNIA PERSADA,1
PT KARYA KEMBAR BERSAMA,2
PT KARYA KHARISMA MANDIRI,2
PT KARYA KHARISMA SENTOSA,2
PT KARYA KREASI MAJU,1
PT KARYA KREASI MULIA,2
PT KARYA LAUTAN ABADI,2
PT KARYA LESTARI SUMBERALAM,0
PT KARYA LINTAS SEJAHTERA,1
PT KARYA LOGISTIK NUSANTARA,2
PT KARYA MAKMUR KREASI PRIMA,1
PT KARYA MANUNGGAL PERKASA,0
PT KARYA MANUNGGAL PRAKARSA,2
PT KARYA MEGAH SUKSES,0
PT KARYA MINA PUTRA,1
PT KARYA MINING SOLUTIONS,2
PT KARYA MITRA ANDALAN,2
PT KARYA MULTI SOLUSI,0
PT KARYA NADISO UTAMA,2
PT KARYA NUSANTARA PERMAI,1
PT KARYA PACIFIC INVESTAMA,0
PT KARYA PACIFIC SHIPPING,2
PT KARYA PALMALINDO ANUGERAH,2
PT KARYA PANGAN SEJAHTERA,1
PT KARYA PERMATA INSANI,2
PT KARYA PRATAMA PROPERTINDO,0
PT KARYA PRIMA AGRO SEJAHTERA,1
PT KARYA PRIMA UNGGULAN,0
PT KARYA SAMUDERA INSANI,2
PT KARYA SAPTA WIRA NUSANTARA,0
PT KARYA SARANA SAMUDRA,2
PT KARYA SERASI JAYA ABADI,0
PT KARYA SUKSES MAKMUR SENTOSA,0
PT KARYA SUMIDEN INDONESIA,2
PT KARYA SUPRA PERKASA,2
PT KARYA TANAH SUBUR,2
PT KARYA TEHNIK INTERNUSA ABADI,2
PT KARYA TEKNIK UTAMA,2
PT KARYA USAHA PERTIWI,2
PT KARYA UTAMA TAMBANGJAYA,2
PT KARYABADI SAMASEJATI,2
PT KARYAINDAH ALAM SEJAHTERA,0
PT KARYAMAS GRIYA UTAMA,1
PT KARYAMITRA TATA BERSAMA,2
PT KARYANUSA EKADAYA,2
PT KARYAPRATAMA AGRISEJAHTERA,0
PT KARYAPUTRA SURYAGEMILANG,1
PT KARYASUKSES MANDIRI,1
PT KARYASUKSES UTAMAPRIMA,0
PT KARYAWAJA EKAMULIA,2
PT KASATA KIMIA,1
PT KASIH ABDI DHARMA,1
PT KASIH ANUGERAH KHARISMA,1
PT KASIH KARUNIA BAPA,0
PT KASIKORN VISION FINANCIAL INDONESIA,1
PT KASPLUS SAHABAT ABADI,0
PT KASPLUS SAHABAT UTAMA,0
PT KATALIS INVESTAMA MANDIRI,2
PT KATRINA LUXINDO,1
PT KAVINDO,1
PT KAWAN INTI CEMERLANG,1
PT KAWAN LAMA INOVASI,1
PT KAWAN LAMA INTERNUSA,1
PT KAWAN LAMA SEJAHTERA,1
PT KAWAN LAMA SOLUSI,1
PT KAWASAN BERIKAT NUSANTARA,2
PT KAWASAN BERKAH MANYAR SEJAHTERA,2
PT KAWASAN INDUSTRI ANTAM TIMUR,2
PT KAWASAN INDUSTRI BANYUASIN RAYA,2
PT KAWASAN INDUSTRI CENTRAL OMEGA,0
PT KAWASAN INDUSTRI GRESIK,2
PT KAWASAN INDUSTRI INTILAND,0
PT KAWASAN INDUSTRI KENDAL,1
PT KAWASAN INDUSTRI MULTISTRADA,0
PT KAWASAN JOMBANG,0
PT KAWASAN PLOSO,0
PT KAYABA INDONESIA,2
PT KAYAN PLANTATION,0
PT KAYU LAPIS ASLI MURNI,1
PT KAYU LIMA SEJAHTERA,0
PT KAYUNG AGRO LESTARI,0
PT KB BUKOPIN FINANCE,0
PT KB VALBURY SEKURITAS,0
PT KD MINERAL IDN,1
PT KEBAYORAN PHARMA,1
PT KEBON MELATI PROPERTI,0
PT KEBUN GANDA PRIMA,1
PT KEBUN MANDIRI SEJAHTERA,1
PT KEDAI PANGAN SEJAHTERA,2
PT KEDAP SAYAAQ,2
PT KEDATON PERKASA,0
PT KEDAWUNG SETIA CORRUGATED CARTON BOX INDUSTRIAL,0
PT KEDAWUNG SUBUR,0
PT KEDOYA ADYARAYA TBK,1
PT KEDURANG PRAKARSA NABATI,0
PT KEGA PROPERTY UTAMA,0
PT KEJORA PRATAMA MINERAL,2
PT KELOLA BIRU HARMONI,0
PT KEMAKMURAN BERKAH TIMBER,0
PT KEMAL JAYA PERKASA,2
PT KEMALA SHIPPING,2
PT KEMANG FOOD INDUSTRIES,1
PT KEMBANG GRIYA CAHAYA,0
PT KEMBAR ABADI UTAMA,2
PT KEMBAR JAYA ABADI,0
PT KEMILAU KARYA UTAMA,0
PT KEMILAU MULIA SAKTI,2
PT KEMILAU PERMATA SAWIT,0
PT KEMIRA INDONESIA,1
PT KEMIRI SARANA INVESTAMA,0
PT KEMITRAAN MNK BME,2
